1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 -0.226132 0.0901455 152
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 -0.00108867 0.0901455 107
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 -0.00108867 0.0901455 107
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 -0.00108867 0.0901455 109
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.0363927 0.0901455 116
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.336959 0.0901455 2539
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.336959 0.0901455 3884
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.374658 0.0901455 375
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.562594 0.0901455 526
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.562594 0.0901455 4499
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.562594 0.0901455 5199
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.600324 0.0901455 4489
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.600324 0.0901455 369
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.637588 0.0901455 195
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.637588 0.0901455 3916
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.599951 0.0901455 5432
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.599951 0.0901455 5102
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.599951 0.0901455 1009
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.412077 0.0901455 198
1 -8.461 -9.8 -90 -8.50072 -10.2674 -83.7071 3 0.374565 0.0901455 2837
